OTU,Hit_number,eval,bitscore,%ID,genus,species,hit_def,align_len
ASV_3163,3,1.23771e-49,229,96.06,Not_Found,species_unassigned,"Uncultured marine eukaryote clone UEPAC30Fp2 18S small subunit ribosomal RNA gene, partial sequence",127
ASV_3164,1,7.63031e-59,262,100.0,genus_unassigned,species_unassigned,"Diplostephium ericoides voucher QCA:Vargas 489 external transcribed spacer 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, and 26S ribosomal RNA gene, complete sequence",131
ASV_3165,1,5.61918e-54,244,98.43,Protoperidinium,Protoperidinium punctulatum,"Protoperidinium punctulatum gene for 18S rRNA, partial sequence, isolate: #0 >gi|61287165|dbj|AB181905.1| Protoperidinium punctulatum gene for 18S rRNA, partial sequence, isolate: #9 >gi|61287167|dbj|AB181906.1| Protoperidinium punctulatum gene for 18S rRNA, partial sequence, isolate: #15",127
ASV_3165,2,1.15922e-43,206,98.15,Not_Found,Not_Found,"Uncultured eukaryote clone Otu0210 small subunit ribosomal RNA gene, partial sequence",108
ASV_3166,1,1.14648e-43,207,92.86,Not_Found,species_unassigned,"Uncultured alveolate clone OLI1175.31 18S ribosomal RNA gene, complete sequence",126
ASV_3166,5,4.56585e-36,179,89.68,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate WZ9-2 small subunit ribosomal RNA gene, partial sequence",126
ASV_3167,1,6.84557e-53,241,99.19,Not_Found,species_unassigned,"Uncultured eukaryote clone AA5F14RJ1A10 18S ribosomal RNA gene, partial sequence",123
ASV_3167,2,2.38934e-52,239,97.64,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate YT7-4 small subunit ribosomal RNA gene, partial sequence",127
ASV_3168,1,2.61178e-20,120,80.0,genus_unassigned,species_unassigned,Asteronema rhodochortonoides partial small subunit rRNA gene,130
ASV_3169,1,1.75825e-41,198,90.7,genus_unassigned,species_unassigned,"Cercozoa sp. CC-2009a small subunit ribosomal RNA gene, partial sequence",129
ASV_3170,1,2.36308e-52,239,99.19,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH730 18S ribosomal RNA gene, partial sequence",124
ASV_3171,1,2.09028e-46,217,95.87,Bacteriastrum,Bacteriastrum mediterraneum,"Bacteriastrum mediterraneum isolate Na4C1 18S ribosomal RNA gene, partial sequence",121
ASV_3171,3,1.08279e-43,207,94.21,Bacteriastrum,Not_Found,"Bacteriastrum hyalinum isolate CCMP141 18S ribosomal RNA gene, partial sequence",121
ASV_3171,6,1.95773e-40,194,93.16,Not_Found,Not_Found,"Uncultured stramenopile clone AA3F14RJ1F12 18S ribosomal RNA gene, partial sequence",117
ASV_3172,1,2.04986e-40,195,91.2,Not_Found,species_unassigned,"Uncultured eukaryote clone 08D03P61 small subunit ribosomal RNA gene, partial sequence",125
ASV_3172,4,2.49724e-39,191,91.2,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate WZ9-21 small subunit ribosomal RNA gene, partial sequence",125
ASV_3173,1,1.26491e-49,228,95.35,genus_unassigned,species_unassigned,"Eimeriidae environmental sample clone Elev_18S_1414 18S ribosomal RNA gene, partial sequence",129
ASV_3174,1,5.61918e-54,244,98.43,Not_Found,species_unassigned,"Uncultured marine eukaryote clone UEPACEp5 18S small subunit ribosomal RNA gene, partial sequence",127
ASV_3174,2,1.23771e-49,229,96.06,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate YT7-15 small subunit ribosomal RNA gene, partial sequence",127
ASV_3175,1,1.1969e-49,228,96.77,Not_Found,Not_Found,"Uncultured eukaryote clone SGUH1103 18S ribosomal RNA gene, partial sequence",124
ASV_3175,12,1.04992e-37,184,89.68,Not_Found,Uncultured marine alveolate Group I DH147-EKD18,"Uncultured marine alveolate Group I DH147-EKD18 18S ribosomal RNA gene, partial sequence",126
ASV_3176,1,1.54052e-35,177,89.06,Not_Found,species_unassigned,"Uncultured eukaryote clone SGYH410 18S ribosomal RNA gene, partial sequence",128
ASV_3176,6,1.87673e-34,173,88.19,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P1-30 small subunit ribosomal RNA gene, partial sequence",127
ASV_3177,1,9.82918e-45,210,92.31,Not_Found,Not_Found,"Uncultured eukaryote clone CC02A740.069 18S ribosomal RNA gene, partial sequence",130
ASV_3177,5,9.83787e-26,140,81.54,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_96, clone 1802E03",130
ASV_3178,1,3.74457e-56,252,100.0,Not_Found,species_unassigned,"Uncultured eukaryote clone SGYO1095 18S ribosomal RNA gene, partial sequence",126
ASV_3178,5,1.81834e-28,151,85.04,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-36 small subunit ribosomal RNA gene, partial sequence",127
ASV_3179,1,8.24796e-52,237,97.62,Akashiwo,Akashiwo sanguinea,"Akashiwo sanguinea 18S ribosomal RNA gene, partial sequence",126
ASV_3179,2,8.24796e-52,237,97.62,Not_Found,Not_Found,"Uncultured marine plankton clone BW-dinoclone15 small subunit ribosomal RNA gene, partial sequence",126
ASV_3179,13,5.20503e-48,222,95.24,Akashiwo,Not_Found,"Akashiwo sp. AP-LIS1 small subunit ribosomal RNA gene, partial sequence >gi|42517340|gb|AY456108.1| Akashiwo sp. AP-LIS2 small subunit ribosomal RNA gene, partial sequence",126
ASV_3180,1,2.09592e-40,195,91.34,Akashiwo,Akashiwo sanguinea,"Akashiwo sanguinea 18S ribosomal RNA gene, partial sequence",127
ASV_3180,2,2.09592e-40,195,91.34,Not_Found,Not_Found,"Uncultured marine plankton clone BW-dinoclone15 small subunit ribosomal RNA gene, partial sequence",127
ASV_3180,13,1.32267e-36,180,88.98,Akashiwo,Not_Found,"Akashiwo sp. AP-LIS1 small subunit ribosomal RNA gene, partial sequence >gi|42517340|gb|AY456108.1| Akashiwo sp. AP-LIS2 small subunit ribosomal RNA gene, partial sequence",127
ASV_3181,1,1.66519e-22,129,80.95,genus_unassigned,species_unassigned,"Akashiwo sanguinea 18S ribosomal RNA gene, partial sequence",126
ASV_3182,1,1.00481e-50,232,96.83,Akashiwo,Akashiwo sanguinea,"Akashiwo sanguinea 18S ribosomal RNA gene, partial sequence",126
ASV_3182,2,1.00481e-50,232,96.83,Not_Found,Not_Found,"Uncultured marine plankton clone BW-dinoclone15 small subunit ribosomal RNA gene, partial sequence",126
ASV_3182,13,2.21324e-46,217,94.44,Akashiwo,Not_Found,"Akashiwo sp. AP-LIS1 small subunit ribosomal RNA gene, partial sequence >gi|42517340|gb|AY456108.1| Akashiwo sp. AP-LIS2 small subunit ribosomal RNA gene, partial sequence",126
ASV_3183,1,1.1969e-49,228,96.77,genus_unassigned,species_unassigned,"Uncultured marine alveolate clone AO36 18S ribosomal RNA gene, partial sequence",124
ASV_3184,1,1.22411e-49,228,96.77,genus_unassigned,species_unassigned,"Parvodinium cf. umbonatum strain GeoM*795 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",124
ASV_3185,1,4.37136e-30,156,85.61,Amastigomonas,Amastigomonas sp. IVY8c,"Amastigomonas sp. IVY8c 18S ribosomal RNA gene, partial sequence",132
ASV_3185,2,6.48767e-28,148,84.73,Not_Found,Not_Found,"Uncultured eukaryote 18S rRNA, partial sequence, clone: RM1-SGM32",131
ASV_3185,4,6.48767e-28,148,83.97,Amastigomonas,Not_Found,"Amastigomonas mutabilis 18S ribosomal RNA gene, partial sequence",131
ASV_3186,1,1.68217e-35,177,87.02,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYY695 18S ribosomal RNA gene, partial sequence",131
ASV_3187,1,9.09993e-58,258,100.0,genus_unassigned,species_unassigned,"Holmiella sabina voucher G.M. 2015-04-29.3 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",129
ASV_3188,1,1.93973e-53,242,98.41,Not_Found,Not_Found,"Uncultured eukaryote clone SGYO662 18S ribosomal RNA gene, partial sequence",126
ASV_3188,14,8.24796e-52,237,97.62,Not_Found,Dinophyceae sp. UDMS0803,"Dinophyceae sp. UDMS0803 partial 18S rRNA gene, isolate UDMS0803",126
ASV_3189,1,3.663e-50,230,95.38,genus_unassigned,species_unassigned,"Uncultured eukaryote gene for SSU rRNA, partial sequence, clone: DSGM-52",130
ASV_3190,1,2.23783e-46,216,94.49,Protoperidinium,Protoperidinium divergens,"Protoperidinium divergens gene for 18S rRNA, partial sequence, isolate: #5 >gi|61287149|dbj|AB181893.1| Protoperidinium divergens gene for 18S rRNA, partial sequence, isolate: #12",127
ASV_3190,2,9.51548e-45,210,93.7,Protoperidinium,Not_Found,Protoperidinium crassipes gene for 18S rRNA,127
ASV_3190,6,7.3155e-40,192,91.87,Not_Found,Not_Found,"Uncultured rhizarian clone AA3F14RJ3A08 18S ribosomal RNA gene, partial sequence",123
ASV_3191,1,9.60149e-51,232,98.37,Amastigomonas,Amastigomonas sp. 2 Bamfield,"Amastigomonas sp. 2 Bamfield 18S ribosomal RNA gene, partial sequence",123
ASV_3191,2,1.73906e-09,81,97.67,Not_Found,Not_Found,"Uncultured eukaryote clone SGYY1460 18S ribosomal RNA gene, partial sequence",43
ASV_3192,1,3.06846e-25,139,84.3,genus_unassigned,species_unassigned,"Strombidinopsis sp. isolate SC1 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",121
ASV_3193,1,1.54098e-48,225,96.0,Haliphthoros,species_unassigned,"Haliphthoros sp. isolate BH46_112 small subunit ribosomal RNA gene, partial sequence",125
ASV_3193,3,2.14199e-40,195,95.45,Not_Found,species_unassigned,"Uncultured eukaryote clone Otu1060 small subunit ribosomal RNA gene, partial sequence",110
ASV_3194,1,1.93973e-53,242,98.41,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST3500.072 18S ribosomal RNA gene, partial sequence",126
ASV_3195,1,2.23783e-46,216,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone Otu1125 small subunit ribosomal RNA gene, partial sequence",108
ASV_3195,2,1.08572e-37,184,88.98,Not_Found,Thraustochytriidae sp. SEK 690,"Thraustochytriidae sp. SEK 690 gene for 18S ribosomal RNA, partial sequence",127
ASV_3196,1,3.71376e-32,165,82.24,Not_Found,bacterium,"Uncultured bacterium clone PS06-10-27 16S ribosomal RNA gene, partial sequence",152
ASV_3196,2,6.71464e-29,153,81.41,Not_Found,Not_Found,"Teleaulax amphioxeia strain HACCP-CR01 mitochondrion, complete genome",156
ASV_3197,1,8.81416e-39,189,91.41,Not_Found,Not_Found,"Uncultured eukaryote gene for SSU rRNA, partial sequence, clone: DSGM-82",128
ASV_3197,8,8.25525e-33,166,88.71,Crustomastix,Crustomastix stigmatica,"Crustomastix stigmatica isolate BH41_44 small subunit ribosomal RNA gene, partial sequence",124
ASV_3197,13,4.27633e-30,157,85.71,Crustomastix,Not_Found,"Crustomastix sp. BH41_108 small subunit ribosomal RNA gene, partial sequence",126
ASV_3198,1,2.69627e-45,212,93.65,Not_Found,species_unassigned,"Uncultured eukaryote clone SGYP1224 18S ribosomal RNA gene, partial sequence",126
ASV_3198,11,7.23511e-40,192,90.48,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-37 small subunit ribosomal RNA gene, partial sequence",126
ASV_3199,1,1.59364e-35,176,89.31,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-35 small subunit ribosomal RNA gene, partial sequence",131
ASV_3199,78,6.77632e-34,170,87.88,Not_Found,species_unassigned,"Uncultured eukaryote clone SGYO1437 18S ribosomal RNA gene, partial sequence",132
ASV_3200,1,1.29246e-55,250,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone ST3560.120 18S ribosomal RNA gene, partial sequence",125
ASV_3200,15,2.84683e-51,235,97.6,Takayama,Takayama cf. pulchellum,"Takayama cf. pulchellum clone 1504 18S ribosomal RNA gene, partial sequence",125
ASV_3201,1,1.00481e-50,232,96.83,Not_Found,Not_Found,"Uncultured eukaryote clone SGUH633 18S ribosomal RNA gene, partial sequence",126
ASV_3201,3,2.21324e-46,217,94.44,Paragymnodinium,Paragymnodinium shiwhaense,"Paragymnodinium shiwhaense 18S rRNA gene (partial), ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene (partial)",126
ASV_3202,1,1.53916e-54,246,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST6060.012 18S ribosomal RNA gene, partial sequence",123
ASV_3203,1,2.88111e-07,72,95.12,genus_unassigned,species_unassigned,"Uncultured Trebouxiophyceae clone OTU_106517 small subunit ribosomal RNA gene, partial sequence",41
ASV_3204,1,4.13867e-24,135,81.95,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYW764 18S ribosomal RNA gene, partial sequence",133
ASV_3205,1,3.28473e-44,209,94.26,Not_Found,species_unassigned,"Uncultured dinoflagellate clone AI5F13RM3F07 18S ribosomal RNA gene, partial sequence",122
ASV_3205,2,1.14648e-43,207,92.86,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate JZBA3-1 small subunit ribosomal RNA gene, partial sequence",126
ASV_3206,1,1.72044e-41,199,91.34,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYO1315 18S ribosomal RNA gene, partial sequence",127
ASV_3207,1,2.21324e-46,217,94.44,Not_Found,species_unassigned,"Uncultured eukaryote clone SGYP725 18S ribosomal RNA gene, partial sequence",126
ASV_3207,3,1.14648e-43,207,92.86,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate HKB7-11 small subunit ribosomal RNA gene, partial sequence",126
ASV_3208,1,7.93275e-39,189,92.31,Not_Found,Not_Found,"Uncultured eukaryote clone SGYP1439 18S ribosomal RNA gene, partial sequence",117
ASV_3208,12,8.47731e-26,140,85.0,Nassula,Nassula sp. QD2,"Nassula sp. QD2 18S ribosomal RNA gene, complete sequence; macronuclear",120
ASV_3209,1,1.15922e-43,207,92.86,Junceella,Junceella aquamata,"Junceella aquamata 18S ribosomal RNA gene, partial sequence",126
ASV_3209,2,1.41222e-42,202,92.06,Not_Found,Not_Found,"Temora stylifera isolate OP_Brest_7 18S ribosomal RNA gene, partial sequence",126
ASV_3210,1,4.54998e-42,200,93.33,genus_unassigned,species_unassigned,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_159, clone 1815H05 >gi|338796727|emb|FR874764.1| uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_159, clone 1815H06",120
ASV_3211,1,2.09778e-21,124,80.65,genus_unassigned,species_unassigned,"Uncultured eukaryote clone AB3F14RJ9F05 18S ribosomal RNA gene, partial sequence",124
ASV_3212,1,9.82478e-51,233,97.58,Not_Found,Not_Found,"Uncultured eukaryote clone ST6060.023 18S ribosomal RNA gene, partial sequence",124
ASV_3212,36,1.19796e-30,158,85.48,Not_Found,Uncultured marine alveolate Group I DH145-EKD10,"Uncultured marine alveolate Group I DH145-EKD10 18S ribosomal RNA gene, partial sequence",124
ASV_3213,1,6.55239e-47,218,93.8,genus_unassigned,species_unassigned,"Uncultured Chlorophyta clone 10D03P44 small subunit ribosomal RNA gene, partial sequence",129
ASV_3214,1,3.7799e-50,231,94.74,genus_unassigned,species_unassigned,"Spiophanes uschakowi isolate 2349 18S ribosomal RNA gene, partial sequence",133
ASV_3215,1,8.43125e-52,236,96.88,Not_Found,Not_Found,"Uncultured eukaryote clone ST3900.020 18S ribosomal RNA gene, partial sequence",128
ASV_3215,9,3.35773e-44,209,94.26,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB535_C23_NOVC_H_46_S",122
ASV_3216,1,2.20913e-59,264,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYH1177 18S ribosomal RNA gene, partial sequence",132
ASV_3217,1,2.20913e-59,264,100.0,genus_unassigned,species_unassigned,"Uncultured spumellarian clone C400A27 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",132
ASV_3218,1,8.24796e-52,237,97.62,Akashiwo,Akashiwo sanguinea,"Akashiwo sanguinea 18S ribosomal RNA gene, partial sequence",126
ASV_3218,2,8.24796e-52,237,97.62,Not_Found,Not_Found,"Uncultured marine plankton clone BW-dinoclone15 small subunit ribosomal RNA gene, partial sequence",126
ASV_3218,13,5.20503e-48,222,95.24,Akashiwo,Not_Found,"Akashiwo sp. AP-LIS1 small subunit ribosomal RNA gene, partial sequence >gi|42517340|gb|AY456108.1| Akashiwo sp. AP-LIS2 small subunit ribosomal RNA gene, partial sequence",126
ASV_3219,1,2.69627e-45,212,93.65,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST3500.109 18S ribosomal RNA gene, partial sequence",126
ASV_3220,1,1.0383e-50,233,96.12,Paralagenidium,species_unassigned,"Paralagenidium karlingii isolate X03-FP134 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",129
ASV_3220,15,5.37853e-48,223,94.57,Not_Found,species_unassigned,"Myzocytiopsis glutinospora isolate LEV5871 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",129
ASV_3221,1,1.03922e-31,162,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone MS588-50 18S ribosomal RNA gene, partial sequence",81
ASV_3221,2,4.41887e-30,156,84.62,Metopion,Metopion fluens,"Metopion fluens 18S ribosomal RNA gene, partial sequence",130
ASV_3222,1,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Plagiogrammopsis vanheurckii isolate NCC361.6 18S ribosomal RNA gene, partial sequence",127
ASV_3224,1,9.09993e-58,258,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone ST5900.091 18S ribosomal RNA gene, partial sequence",129
ASV_3224,4,1.64531e-54,246,100.0,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB242_K17_MS11_H_51_S",123
ASV_3225,1,8.58955e-07,70,100.0,genus_unassigned,species_unassigned,"Tulamoeba bucina clone HML8-2-L 18S ribosomal RNA gene, partial sequence",35
ASV_3226,1,1.23771e-49,229,96.06,Skeletonema,species_unassigned,"Skeletonema sp. RCC4830 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",127
ASV_3226,33,1.23771e-49,229,96.06,Not_Found,species_unassigned,"Uncultured marine eukaryote clone M3_18C04 small subunit ribosomal RNA gene, partial sequence",127
ASV_3227,1,1.59223e-54,247,99.21,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYP483 18S ribosomal RNA gene, partial sequence",126
ASV_3228,1,7.51481e-52,236,100.0,genus_unassigned,species_unassigned,"Uncultured tintinnid ciliate clone 66 18S ribosomal RNA gene, partial sequence",118
ASV_3229,1,4.27015e-44,208,87.74,genus_unassigned,species_unassigned,"Paramoeba pemaquidensis culture-collection CCAP:1560/4 mitochondrion, complete genome",155
ASV_3230,1,1.73935e-41,198,92.31,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYH1060 18S ribosomal RNA gene, partial sequence",130
ASV_3231,1,4.76457e-55,248,100.0,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AA538_O20_MS3_H_23_D",124
ASV_3231,2,2.16502e-40,195,90.0,Not_Found,Not_Found,"Uncultured eukaryote clone BCB5F15RM1A05 18S ribosomal RNA gene, partial sequence",130
ASV_3232,1,5.43637e-48,222,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu0437 small subunit ribosomal RNA gene, partial sequence",111
ASV_3233,1,3.86939e-56,253,99.22,Not_Found,Not_Found,"Uncultured eukaryote gene for SSU rRNA, partial sequence, clone: DSGM-51",129
ASV_3233,2,3.62403e-50,230,96.8,Mataza,Mataza hastifera,"Mataza hastifera gene for 18S ribosomal RNA, partial sequence",125
ASV_3234,1,5.61918e-54,244,98.43,Not_Found,species_unassigned,"Uncultured marine eukaryote clone CNCIII05_86 18S ribosomal RNA gene, partial sequence",127
ASV_3234,8,2.55336e-39,191,90.7,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate YT7-18 small subunit ribosomal RNA gene, partial sequence",129
ASV_3235,1,9.10797e-39,188,89.15,Not_Found,Not_Found,"Uncultured eukaryote clone SGUH1429 18S ribosomal RNA gene, partial sequence",129
ASV_3235,2,3.87281e-37,183,88.37,Dolichomastix,Dolichomastix tenuilepis,"Dolichomastix tenuilepis 18S rRNA gene (partial), ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene (partial), strain M1680",129
ASV_3236,1,1.89831e-34,173,88.28,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYU1297 18S ribosomal RNA gene, partial sequence",128
ASV_3237,1,1.96302e-34,173,89.92,Not_Found,Not_Found,"Uncultured eukaryote clone SGYW695 18S ribosomal RNA gene, partial sequence",129
ASV_3237,6,2.91338e-32,165,86.61,Islandinium,Islandinium minutum,"Islandinium minutum subsp. barbatum isolate IBARB3 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",127
ASV_3238,1,1.59223e-54,247,99.21,Not_Found,species_unassigned,"Uncultured eukaryote clone SGYO964 18S ribosomal RNA gene, partial sequence",126
ASV_3238,3,1.30814e-36,180,88.98,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate YT7-8 small subunit ribosomal RNA gene, partial sequence",127
ASV_3239,1,3.86939e-56,253,99.22,genus_unassigned,species_unassigned,"Orbilia xanthoguttulata isolate Oxa7915 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",129
