OTU,Hit_number,eval,bitscore,%ID,genus,species,hit_def,align_len
ASV_817,1,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Pfiesteriaceae sp. masanensis isolate VIMS 1050 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",126
ASV_818,1,1.35055e-55,251,99.23,genus_unassigned,species_unassigned,"Uncultured Dikarya clone PA2009E1 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",130
ASV_819,1,3.74457e-56,252,100.0,Scrippsiella,Scrippsiella lachrymosa,"Scrippsiella lachrymosa genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene",126
ASV_819,2,1.59223e-54,247,99.21,Scrippsiella,Not_Found,"Scrippsiella sp. HJJ-2018a strain SMMS0908 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",126
ASV_819,3,1.59223e-54,247,99.21,Not_Found,Not_Found,"Uncultured eukaryote gene for ITS1, partial sequence, note: Seq48",126
ASV_820,1,3.74457e-56,252,100.0,Protoperidinium,species_unassigned,"Protoperidinium parthenopes gene for 18S ribosomal RNA, partial sequence, isolate: 031217-4",126
ASV_820,4,1.93973e-53,242,98.41,Not_Found,species_unassigned,"Peridinium fusiformis gene for 18S ribosomal RNA, partial sequence, isolate: 050701-1",126
ASV_821,1,7.72495e-46,214,100.0,Chaetoceros,Chaetoceros costatus,"Chaetoceros costatus isolate Ro1B1 18S ribosomal RNA gene, partial sequence",107
ASV_821,6,2.07289e-40,194,96.26,Not_Found,Not_Found,"Uncultured eukaryote clone Otu0435 small subunit ribosomal RNA gene, partial sequence",107
ASV_822,1,7.63031e-59,262,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone SGYN1425 18S ribosomal RNA gene, partial sequence",131
ASV_822,4,3.03876e-51,234,100.0,Not_Found,Choanoflagellida sp. SL117#1,"Choanoflagellida sp. SL117#1 clone E5 18S ribosomal RNA gene, partial sequence",117
ASV_823,1,4.41887e-30,156,84.62,Metopion,Metopion fluens,"Metopion fluens 18S ribosomal RNA gene, partial sequence",130
ASV_823,2,6.55818e-28,148,82.95,Not_Found,Not_Found,"Pseudopirsonia mucosa partial 18S rRNA gene, isolate P845",129
ASV_823,29,1.18575e-24,137,81.4,Metopion,Not_Found,"Metopion-like sp. (SA) 18S ribosomal RNA gene, complete sequence",129
ASV_824,1,3.86939e-56,253,99.22,genus_unassigned,species_unassigned,"Uncultured Chlorophyta clone 10D10P25 small subunit ribosomal RNA gene, partial sequence",129
ASV_825,1,5.61918e-54,244,98.43,Not_Found,species_unassigned,"Uncultured eukaryote clone WS073.099 18S ribosomal RNA gene, partial sequence",127
ASV_825,23,6.41148e-47,219,94.49,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate YT7-3 small subunit ribosomal RNA gene, partial sequence",127
ASV_826,1,2.63521e-58,260,100.0,Not_Found,Not_Found,"Uncultured stramenopile clone 70S1Ae4eE 18S ribosomal RNA gene, partial sequence",130
ASV_826,4,2.02595e-53,242,98.41,Stephanopyxis,Stephanopyxis turris,"Stephanopyxis turris isolate NY13S_180 small subunit ribosomal RNA gene, partial sequence",126
ASV_827,1,1.87729e-47,220,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu0465 small subunit ribosomal RNA gene, partial sequence",110
ASV_828,1,7.47628e-40,193,89.92,Didymoeca,Didymoeca costata,"Didymoeca costata 18S ribosomal RNA gene, partial sequence",129
ASV_828,2,7.47628e-40,193,89.92,Not_Found,Not_Found,"Uncultured marine eukaryote clone 400B9 small subunit ribosomal RNA, partial sequence",129
ASV_829,1,1.50784e-48,224,95.28,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYY629 18S ribosomal RNA gene, partial sequence",127
ASV_830,1,1.09668e-56,254,100.0,Telonema,Telonema antarcticum,Telonema antarcticum 18S rRNA gene,127
ASV_830,3,2.26242e-46,216,93.75,Not_Found,Not_Found,"Uncultured eukaryote clone SGUH1079 18S ribosomal RNA gene, partial sequence",128
ASV_830,31,1.73935e-41,199,91.47,Telonema,Not_Found,"Uncultured Telonema partial 18S rRNA gene, clone IND31.100",129
ASV_831,1,3.28473e-44,209,99.07,Not_Found,Not_Found,"Uncultured eukaryote clone Otu0211 small subunit ribosomal RNA gene, partial sequence",107
ASV_831,2,6.77632e-34,170,87.2,Protoperidinium,Protoperidinium pentagonum,"Protoperidinium pentagonum gene for 18S rRNA, partial sequence, isolate #1 and #3 >gi|119116550|dbj|AB255838.1| Protoperidinium pentagonum gene for 18S rRNA, partial sequence, isolate #9",125
ASV_831,4,2.88137e-32,165,86.4,Protoperidinium,Not_Found,"Protoperidinium bipes gene for small subunit rRNA, partial sequence",125
ASV_832,1,1.73935e-41,198,96.33,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu0435 small subunit ribosomal RNA gene, partial sequence",109
ASV_833,1,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Uncultured marine eukaryote clone DDI214.fa small subunit ribosomal RNA gene, partial sequence",127
ASV_834,1,9.09993e-58,258,100.0,Not_Found,Not_Found,"Uncultured eukaryote gene for small subunit rRNA, partial sequence, clone:TAGIRI-23",129
ASV_834,6,2.44185e-52,239,99.18,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AA538_N15_FUNG_H_23_D",122
ASV_835,1,7.78974e-52,237,99.17,Not_Found,Not_Found,"Uncultured eukaryote clone ST8360.106 18S ribosomal RNA gene, partial sequence",121
ASV_835,3,7.78974e-52,237,99.17,Pseudotontonia,Pseudotontonia simplicidens,"Pseudotontonia simplicidens small subunit ribosomal RNA gene, partial sequence",121
ASV_835,39,9.48985e-51,232,98.35,Pseudotontonia,Not_Found,"Pseudotontonia sp. JG-2011a clone 46 18S ribosomal RNA gene, partial sequence",121
ASV_836,1,1.29246e-55,250,100.0,Not_Found,species_unassigned,"Uncultured eukaryote clone ST5900.018 18S ribosomal RNA gene, partial sequence",125
ASV_836,2,2.66631e-45,213,94.44,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate WLB2-6 small subunit ribosomal RNA gene, partial sequence",126
ASV_837,1,1.3967e-42,202,92.06,Protoperidinium,species_unassigned,"Protoperidinium bipes gene for small subunit rRNA, partial sequence",126
ASV_837,4,3.74788e-37,182,88.89,Not_Found,species_unassigned,"Uncultured marine eukaryote clone NA1_1C1 18S ribosomal RNA gene, partial sequence",126
ASV_838,1,1.08476e-56,254,100.0,Metridia,species_unassigned,"Metridia gerlachei 18S ribosomal RNA gene, partial sequence",127
ASV_838,6,4.61251e-55,249,99.21,Not_Found,species_unassigned,"Uncultured eukaryote clone SGYP1011 18S ribosomal RNA gene, partial sequence",127
ASV_839,1,8.9121e-39,189,89.76,genus_unassigned,species_unassigned,"Diplonemida sp. isolate YPF1523 small subunit ribosomal RNA gene, partial sequence",127
ASV_840,1,3.39422e-44,208,92.25,Not_Found,Not_Found,"Uncultured stramenopile clone RS.12f.10m.367 18S ribosomal RNA gene, partial sequence",129
ASV_840,2,1.44326e-42,203,91.47,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_138, clone 1804H10",129
ASV_841,1,4.46638e-30,156,84.73,genus_unassigned,species_unassigned,"Uncultured eukaryote clone 07D03P27 small subunit ribosomal RNA gene, partial sequence",131
ASV_842,1,1.29246e-55,250,100.0,Not_Found,species_unassigned,"Uncultured eukaryote clone SGYI792 18S ribosomal RNA gene, partial sequence",125
ASV_842,13,5.1472e-48,222,96.69,Bolidomonas,species_unassigned,"Bolidomonas pacifica isolate NY13S_197 small subunit ribosomal RNA gene, partial sequence",121
ASV_843,1,2.31057e-52,238,98.39,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST3560.130 18S ribosomal RNA gene, partial sequence",124
ASV_844,1,7.51481e-52,236,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone SGUH558 18S ribosomal RNA gene, partial sequence",118
ASV_844,2,6.59199e-40,192,93.33,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_159, clone 1815H05 >gi|338796727|emb|FR874764.1| uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_159, clone 1815H06",120
ASV_845,1,2.41559e-52,239,97.66,genus_unassigned,species_unassigned,"Uncultured marine eukaryote clone NPK2_9 18S ribosomal RNA gene gene, partial sequence",128
ASV_846,1,8.52036e-39,188,96.15,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu1357 small subunit ribosomal RNA gene, partial sequence",104
ASV_847,1,5.49568e-54,245,99.2,Not_Found,Not_Found,"Uncultured eukaryote clone ST6000.077 18S ribosomal RNA gene, partial sequence",125
ASV_847,61,3.70623e-37,182,90.08,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB208_K14_MLV2_H_48_S",121
ASV_848,1,7.63031e-59,262,100.0,Katablepharis,Katablepharis japonica,"Katablepharis japonica genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene",131
ASV_848,2,3.9526e-56,252,98.47,Not_Found,Not_Found,"Uncultured eukaryote clone KRL01E6 18S ribosomal RNA gene, partial sequence",131
ASV_848,5,2.0475e-53,242,96.95,Katablepharis,Not_Found,"Uncultured Katablepharis clone CRE 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",131
ASV_849,1,4.61251e-55,249,99.21,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYW536 18S ribosomal RNA gene, partial sequence",127
ASV_850,1,2.63521e-58,260,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone ST3900.016 18S ribosomal RNA gene, partial sequence",130
ASV_850,6,3.91099e-56,252,100.0,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB195_O16_PRAP_P_39_S",126
ASV_851,1,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone 5 18S ribosomal RNA gene, partial sequence",127
ASV_852,1,3.74457e-56,252,100.0,Not_Found,species_unassigned,"Uncultured eukaryote clone ST8900.066 18S ribosomal RNA gene, partial sequence",126
ASV_852,8,1.59364e-35,176,88.98,Prorocentrum,species_unassigned,"Prorocentrum minimum strain CCMP698 small subunit ribosomal RNA gene, partial sequence",127
ASV_853,1,1.93973e-53,242,98.41,genus_unassigned,species_unassigned,"Parvodinium cf. umbonatum strain GeoM*795 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",126
ASV_854,1,2.36308e-52,238,98.39,Protoperidinium,Protoperidinium conicum,"Protoperidinium conicum gene for 18S rRNA, partial sequence, isolate: #45 >gi|61287141|dbj|AB181886.1| Protoperidinium conicum gene for 18S rRNA, partial sequence, isolate: #56 >gi|61287142|dbj|AB181887.1| Protoperidinium conicum gene for 18S rRNA, partial sequence, isolate: #58",124
ASV_854,3,3.28473e-44,209,99.07,Not_Found,Not_Found,"Uncultured eukaryote clone Otu0842 small subunit ribosomal RNA gene, partial sequence",107
ASV_854,4,8.81416e-39,188,90.48,Protoperidinium,Not_Found,"Protoperidinium thulesense gene for 18S rRNA, isolate: #1",126
ASV_855,1,2.75619e-45,213,99.08,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu0915 small subunit ribosomal RNA gene, partial sequence",109
ASV_856,1,1.08476e-56,254,100.0,Leptocylindrus,species_unassigned,"Leptocylindrus minimum 18S rRNA gene, strain BB 951",127
ASV_856,5,5.62415e-35,174,87.4,Not_Found,species_unassigned,"Uncultured stramenopile clone 14H3Te6RG 18S ribosomal RNA gene, partial sequence",127
ASV_857,1,1.83197e-53,242,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone SGYT1062 18S ribosomal RNA gene, partial sequence",121
ASV_857,37,7.78974e-52,237,99.17,Pseudotontonia,Pseudotontonia sp. JG-2011a,"Pseudotontonia sp. JG-2011a clone 46 18S ribosomal RNA gene, partial sequence",121
ASV_857,92,9.48985e-51,232,98.35,Pseudotontonia,Not_Found,"Pseudotontonia simplicidens small subunit ribosomal RNA gene, partial sequence",121
ASV_858,1,1.08476e-56,254,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone ST6000.082 18S ribosomal RNA gene, partial sequence",127
ASV_858,3,2.38934e-52,239,99.18,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB204_M23_MLV2_P_47_S",122
ASV_859,1,4.27255e-49,227,96.03,Not_Found,Not_Found,"Uncultured eukaryote clone SGYH403 18S ribosomal RNA gene, partial sequence",126
ASV_859,2,4.27255e-49,227,96.03,Gymnodinium,Gymnodinium catenatum,"Gymnodinium catenatum strain GCCW991 external transcribed spacer, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",126
ASV_859,5,4.27255e-49,227,96.03,Gymnodinium,Not_Found,"Gymnodinium sp. GD1590bp57 18S ribosomal RNA gene, partial sequence",126
ASV_860,1,4.61251e-55,249,99.21,Not_Found,Not_Found,"Uncultured eukaryote clone SGYO477 18S ribosomal RNA gene, partial sequence",127
ASV_860,3,1.01597e-50,232,98.35,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AA534_J20_MOC2_P_23_D",121
ASV_861,1,2.38934e-52,239,97.64,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYO1464 18S ribosomal RNA gene, partial sequence",127
ASV_862,1,7.63031e-59,262,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH624 18S ribosomal RNA gene, partial sequence",131
ASV_863,1,4.46045e-55,248,100.0,Not_Found,species_unassigned,"Uncultured eukaryote clone SGYU1430 18S ribosomal RNA gene, partial sequence",124
ASV_863,18,1.89663e-53,243,99.19,Duboscquella,species_unassigned,"Uncultured Duboscquella clone 3906 18S ribosomal RNA gene, partial sequence",124
ASV_864,1,1.59223e-54,247,99.21,genus_unassigned,species_unassigned,"Parvodinium trawinskii strain GeoM*753 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",126
ASV_865,1,3.51254e-43,205,95.65,Not_Found,Not_Found,"Uncultured eukaryote clone SGUH488 18S ribosomal RNA gene, partial sequence",115
ASV_865,6,9.42545e-38,185,92.17,Askenasia,Askenasia sp. LWW2010032604,"Askenasia sp. LWW2010032604 small subunit ribosomal RNA gene, partial sequence",115
ASV_866,1,1.08476e-56,254,100.0,Amylax,Amylax triacantha,"Amylax buxus gene for 18S rRNA, partial sequence >gi|194328662|dbj|AB375869.1| Amylax triacantha gene for 18S rRNA, partial sequence",127
ASV_866,2,4.61658e-36,178,89.06,Not_Found,Not_Found,"Amphidiniopsis uroensis gene for 18S ribosomal RNA, partial sequence, isolate: uroBB8",128
ASV_867,1,5.03748e-42,200,96.36,Not_Found,Not_Found,"Uncultured eukaryote clone Otu1354 small subunit ribosomal RNA gene, partial sequence",110
ASV_867,7,7.0022e-34,171,86.72,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_138, clone 1804H10",128
ASV_868,1,4.38748e-42,200,94.87,Not_Found,Not_Found,"Uncultured eukaryote clone SGYH722 18S ribosomal RNA gene, partial sequence",117
ASV_868,13,2.59323e-32,165,89.74,Not_Found,Uncultured marine colpodean ciliate DH147-EKD23,"Uncultured marine colpodean ciliate DH147-EKD23 18S ribosomal RNA gene, partial sequence",117
ASV_869,1,5.80443e-54,245,97.69,Not_Found,Not_Found,"Uncultured eukaryote partial 18S rRNA gene, clone B5",130
ASV_869,2,5.80443e-54,244,98.43,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB521_F11_PRYM_P_46_S",127
ASV_870,1,2.44185e-52,238,96.9,Not_Found,species_unassigned,"Uncultured eukaryote clone Seq-15_I23 18S ribosomal RNA gene, partial sequence",129
ASV_870,3,1.54098e-48,225,96.0,Oblongichytrium,species_unassigned,"Oblongichytrium sp. isolate NY13S_181 small subunit ribosomal RNA gene, partial sequence",125
ASV_871,1,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYW788 18S ribosomal RNA gene, partial sequence",127
ASV_872,1,3.04226e-38,186,89.76,Not_Found,species_unassigned,"Uncultured alveolate clone RS.12f.10m.00183 18S ribosomal RNA gene, partial sequence",127
ASV_872,2,1.2936e-36,181,88.98,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate WZ4-6 small subunit ribosomal RNA gene, partial sequence",127
ASV_873,1,8.70618e-52,237,96.18,Not_Found,Not_Found,"Uncultured stramenopile clone RS.12f.10m.0088 18S ribosomal RNA gene, partial sequence",131
ASV_873,2,4.50991e-49,227,96.03,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB208_M21_MS3_H_48_S",126
ASV_874,1,2.63521e-58,260,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone KRL01E1 18S ribosomal RNA gene, partial sequence",130
ASV_875,1,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone 10B03P45 small subunit ribosomal RNA gene, partial sequence",127
ASV_876,1,4.46045e-55,248,100.0,Not_Found,species_unassigned,"Uncultured eukaryote clone SGYH1214 18S ribosomal RNA gene, partial sequence",124
ASV_876,12,3.21174e-44,208,93.55,Duboscquella,species_unassigned,"Uncultured Duboscquella clone 3906 18S ribosomal RNA gene, partial sequence",124
ASV_877,1,3.74457e-56,252,100.0,Calciodinellum,Calciodinellum operosum,"Calciodinellum operosum isolate D006 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",126
ASV_877,2,1.59223e-54,247,99.21,Not_Found,Not_Found,"Scrippsiella donghaienis isolate D132 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",126
ASV_878,1,1.59223e-54,247,99.21,Not_Found,Not_Found,"Uncultured eukaryote clone SGYO749 18S ribosomal RNA gene, partial sequence",126
ASV_878,55,4.27255e-49,227,96.03,Karlodinium,Karlodinium veneficum,"Karlodinium veneficum 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",126
ASV_879,1,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYU630 18S ribosomal RNA gene, partial sequence",126
ASV_880,1,1.06185e-37,185,89.6,genus_unassigned,species_unassigned,"Corethron hystrix genomic DNA containing 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, culture collection CCAP 1012/3",125
