OTU,Hit_number,eval,bitscore,%ID,genus,species,hit_def,align_len
ASV_36,1,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Biecheleria sp. NR-2014 strain CCVIEO DTZ1 18S ribosomal RNA gene, partial sequence",126
ASV_37,1,2.4152e-20,120,80.49,genus_unassigned,species_unassigned,"Acartia tonsa isolate ATON_BI_5 18S ribosomal RNA gene, partial sequence >gi|932355540|gb|KP768153.1| Acartia tonsa isolate ATON_BI_6 18S ribosomal RNA gene, partial sequence >gi|932355541|gb|KP768154.1| Acartia tonsa isolate ATON_BI_8 18S ribosomal RNA gene, partial sequence",123
ASV_38,1,1.35055e-55,250,100.0,genus_unassigned,species_unassigned,"Stramenopiles sp. isolate BH56_25 small subunit ribosomal RNA gene, partial sequence",125
ASV_39,1,1.62761e-54,246,98.44,Protaspis,species_unassigned,"Protaspis sp. CC-2009c small subunit ribosomal RNA gene, partial sequence",128
ASV_39,5,3.58506e-50,231,96.09,Not_Found,species_unassigned,"Uncultured eukaryote gene for SSU rRNA, partial sequence, clone: DSGM-44",128
ASV_40,1,9.09993e-58,258,100.0,Micromonas,species_unassigned,"Micromonas sp. HM6 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",129
ASV_40,3,9.09993e-58,258,100.0,Not_Found,species_unassigned,"Uncultured marine eukaryote clone UEPAC34p4 18S ribosomal RNA gene, complete sequence",129
ASV_41,1,2.38934e-52,239,97.64,Temora,species_unassigned,"Temora stylifera isolate OP_Brest_7 18S ribosomal RNA gene, partial sequence",127
ASV_41,4,2.91081e-51,234,96.85,Not_Found,species_unassigned,"Junceella aquamata 18S ribosomal RNA gene, partial sequence",127
ASV_42,1,3.74457e-56,252,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone SGYP481 18S ribosomal RNA gene, partial sequence",126
ASV_42,9,3.74457e-56,252,100.0,Not_Found,Dinophyceae sp. UDMS0803,"Dinophyceae sp. UDMS0803 partial 18S rRNA gene, isolate UDMS0803",126
ASV_43,1,1.83197e-53,242,100.0,genus_unassigned,species_unassigned,"Strombidium sp. FG-2015d voucher LWW09052702 small subunit ribosomal RNA gene, partial sequence",121
ASV_44,1,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Rhincalanus nasutus 18S ribosomal RNA gene, partial sequence",127
ASV_45,1,3.14203e-57,256,100.0,Euterpina,Euterpina acutifrons,"Euterpina acutifrons isolate OP_Brest_11 18S ribosomal RNA gene, partial sequence",128
ASV_45,4,4.98331e-42,201,91.41,Not_Found,Not_Found,"Zausodes arenicolus isolate DC.83s 18S ribosomal RNA gene, partial sequence",128
ASV_46,1,1.29246e-55,250,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST6060.119 18S ribosomal RNA gene, partial sequence",125
ASV_47,1,6.69511e-53,240,98.4,Not_Found,Not_Found,"Uncultured eukaryote clone SGYO680 18S ribosomal RNA gene, partial sequence",125
ASV_47,5,2.04986e-40,195,91.2,Not_Found,eukaryote clone OLI11055,eukaryote clone OLI11055 18S rRNA gene,125
ASV_48,1,5.03748e-42,200,96.36,Not_Found,Not_Found,"Uncultured eukaryote clone Otu1354 small subunit ribosomal RNA gene, partial sequence",110
ASV_48,7,2.00616e-34,173,86.82,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_138, clone 1804H10",129
ASV_49,1,3.74457e-56,252,100.0,Scrippsiella,species_unassigned,"Scrippsiella sp. HJJ-2018a strain SMMS0908 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",126
ASV_49,2,3.74457e-56,252,100.0,Not_Found,species_unassigned,"Uncultured eukaryote gene for ITS1, partial sequence, note: Seq48",126
ASV_50,1,1.09553e-43,206,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu0647 small subunit ribosomal RNA gene, partial sequence",103
ASV_51,1,1.00481e-50,233,97.62,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST8360.033 18S ribosomal RNA gene, partial sequence",126
ASV_52,1,3.74457e-56,252,100.0,Polykrikos,Polykrikos kofoidii,"Polykrikos kofoidii isolate 2 18S ribosomal RNA gene, partial sequence",126
ASV_52,3,1.59223e-54,247,99.21,Polykrikos,Not_Found,"Polykrikos sp. GD1590bp2 18S ribosomal RNA gene, partial sequence",126
ASV_52,4,8.24796e-52,237,97.62,Not_Found,Not_Found,"Pheopolykrikos hartmanii isolate JHC0203 small subunit ribosomal RNA gene, partial sequence",126
ASV_53,1,1.46969e-35,176,91.3,Plagiocampa,species_unassigned,"Plagiocampa sp. isolate BH56_220 small subunit ribosomal RNA gene, partial sequence",115
ASV_53,2,6.24928e-34,171,90.43,Not_Found,species_unassigned,"Uncultured eukaryote clone SGUH503 18S ribosomal RNA gene, partial sequence",115
ASV_54,1,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH891 18S ribosomal RNA gene, partial sequence",126
ASV_55,1,3.74457e-56,252,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone WS073.095 18S ribosomal RNA gene, partial sequence",126
ASV_55,8,3.74457e-56,252,100.0,Lepidodinium,Lepidodinium viride,"Lepidodinium viride clone 3929 18S ribosomal RNA gene, partial sequence",126
ASV_56,1,6.69511e-53,240,98.4,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH451 18S ribosomal RNA gene, partial sequence",125
ASV_57,1,1.50065e-75,324,100.0,genus_unassigned,species_unassigned,"Lebbeus shinkaiae 18S ribosomal RNA gene, partial sequence",162
ASV_58,1,1.60992e-54,246,100.0,Rhizosolenia,Rhizosolenia setigera,"Rhizosolenia setigera isolate BH56_158 small subunit ribosomal RNA gene, partial sequence",123
ASV_58,3,1.60992e-54,246,100.0,Not_Found,Not_Found,"Uncultured stramenopile clone AA5F15RJ1A10 18S ribosomal RNA gene, partial sequence",123
ASV_58,29,7.81079e-46,214,93.7,Rhizosolenia,Not_Found,"Rhizosolenia shubsholei 18S ribosomal RNA gene, partial sequence",127
ASV_59,1,3.74457e-56,252,100.0,Gymnodinium,species_unassigned,"Gymnodinium sp. GSSW10 genomic DNA containing 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene, strain GSSW10",126
ASV_59,2,5.55743e-54,244,100.0,Not_Found,species_unassigned,"Warnowia sp. isolate BH65_109 small subunit ribosomal RNA gene, partial sequence",122
ASV_60,1,3.74457e-56,252,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone SGUH433 18S ribosomal RNA gene, partial sequence",126
ASV_60,20,5.55743e-54,244,100.0,Gyrodinium,Gyrodinium rubrum,"Gyrodinium rubrum isolate BH41_139 small subunit ribosomal RNA gene, partial sequence",122
ASV_61,1,2.63521e-58,260,100.0,Fibrocapsa,Fibrocapsa japonica,"Fibrocapsa japonica strain RCC1501 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",130
ASV_61,4,2.46811e-52,238,100.0,Fibrocapsa,Not_Found,"Fibrocapsa cf. japonica strain FRIM_A 18S ribosomal RNA gene, partial sequence >gi|397746795|gb|JX026945.1| Fibrocapsa cf. japonica strain FRIM_B 18S ribosomal RNA gene, partial sequence >gi|397746796|gb|JX026946.1| Fibrocapsa cf. japonica strain FRIM_C 18S ribosomal RNA gene, partial sequence >gi|397746797|gb|JX026947.1| Fibrocapsa cf. japonica strain FRIM_D 18S ribosomal RNA gene, partial sequence >gi|397746798|gb|JX026948.1| Fibrocapsa cf. japonica strain FRIM_E 18S ribosomal RNA gene, partial sequence",119
ASV_61,5,5.43637e-48,222,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone Otu0879 small subunit ribosomal RNA gene, partial sequence",111
ASV_62,1,3.74457e-56,252,100.0,Alexandrium,species_unassigned,"Alexandrium minutum strain CCAP 1119/14 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",126
ASV_62,62,2.87882e-51,235,97.6,Not_Found,species_unassigned,"Ensiculifera imariensis strain GeoB 284 small subunit ribosomal RNA gene, partial sequence",125
ASV_63,1,7.63031e-59,262,100.0,genus_unassigned,species_unassigned,"Uncultured haptophyte clone 905st12-6 18S ribosomal RNA gene, partial sequence",131
ASV_64,1,1.59223e-54,247,99.21,Not_Found,Not_Found,"Uncultured eukaryote clone SGYO1213 18S ribosomal RNA gene, partial sequence",126
ASV_64,3,5.55743e-54,244,100.0,Adenoides,Adenoides eludens,"Adenoides eludens isolate BH46_57 small subunit ribosomal RNA gene, partial sequence",122
ASV_65,1,3.74457e-56,252,100.0,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-37 small subunit ribosomal RNA gene, partial sequence",126
ASV_66,1,2.63521e-58,260,100.0,Not_Found,Not_Found,"Uncultured marine eukaryote clone UEPACAHp3 18S ribosomal RNA gene, partial sequence",130
ASV_66,4,1.12052e-56,255,99.23,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_138, clone 1804C05",130
ASV_67,1,3.14203e-57,256,100.0,Not_Found,Not_Found,"Maxillopoda environmental sample clone E2 18S ribosomal RNA gene, partial sequence",128
ASV_67,46,6.07091e-41,197,91.41,Corycaeus,Corycaeus speciosus,"Corycaeus speciosus 18S ribosomal RNA gene, partial sequence",128
ASV_68,1,4.46045e-55,248,100.0,genus_unassigned,species_unassigned,"Teleaulax amphioxeia strain CR01_LOHABE small subunit ribosomal RNA gene, partial sequence",124
ASV_69,1,4.61251e-55,249,99.21,Minidiscus,species_unassigned,"Minidiscus sp. RCC4807 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",127
ASV_69,3,4.61251e-55,249,99.21,Not_Found,species_unassigned,"Uncultured eukaryote clone HR_NC03_1 18S ribosomal RNA gene, partial sequence",127
ASV_70,1,3.74457e-56,252,100.0,Minutocellus,Minutocellus polymorphus,"Minutocellus polymorphus gene for 18S ribosomal RNA, partial sequence, strain: NIES-3970",126
ASV_70,2,3.74457e-56,252,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone SGYT1172 18S ribosomal RNA gene, partial sequence",126
ASV_70,7,2.36308e-52,238,98.44,Minutocellus,Not_Found,"Uncultured Minutocellus clone 7922 18S ribosomal RNA gene, partial sequence",128
ASV_71,1,1.226e-42,202,95.65,Not_Found,species_unassigned,"Uncultured eukaryote clone CC02A105.107 18S ribosomal RNA gene, partial sequence",115
ASV_71,2,1.70416e-34,173,89.34,Strombidinopsis,species_unassigned,"Strombidinopsis sp. isolate SC2-1(Clone 1 from isolates SC2) small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",122
ASV_72,1,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone WS073.008 18S ribosomal RNA gene, partial sequence",126
ASV_73,1,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Uncultured stramenopile clone H3S3Be437 18S ribosomal RNA gene, partial sequence",127
ASV_74,1,2.69627e-45,212,93.65,Protoperidinium,Protoperidinium conicum,"Protoperidinium conicum small subunit ribosomal RNA gene, partial sequence",126
ASV_74,2,1.70153e-41,199,97.2,Not_Found,Not_Found,"Uncultured eukaryote clone Otu0058 small subunit ribosomal RNA gene, partial sequence",107
ASV_75,1,1.12052e-56,255,99.23,genus_unassigned,species_unassigned,"Thysanopoda pectinata voucher E78 small subunit ribosomal RNA gene, partial sequence",130
ASV_76,1,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Thalassiosira hendeyi gene for 18S ribosomal RNA, partial sequence, strain: NIES-3968",127
ASV_77,1,2.38934e-52,239,97.64,Not_Found,species_unassigned,"Uncultured stramenopile clone H3S3Be437 18S ribosomal RNA gene, partial sequence",127
ASV_77,2,2.38934e-52,239,97.64,Thalassiosira,species_unassigned,"Thalassiosira lundiana 18S ribosomal RNA gene, partial sequence",127
ASV_78,1,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST6000.057 18S ribosomal RNA gene, partial sequence",127
ASV_79,1,4.27255e-49,227,96.03,Protoperidinium,species_unassigned,"Protoperidinium bipes gene for small subunit rRNA, partial sequence",126
ASV_79,3,1.49127e-48,224,96.72,Not_Found,species_unassigned,"Uncultured rhizarian clone AA3F14RJ3A08 18S ribosomal RNA gene, partial sequence",122
ASV_80,1,4.87928e-23,131,81.89,genus_unassigned,species_unassigned,"Uncultured eukaryote clone WS073.012 18S ribosomal RNA gene, partial sequence",127
ASV_81,1,2.63521e-58,260,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST8900.058 18S ribosomal RNA gene, partial sequence",130
ASV_82,1,1.08476e-56,254,100.0,Guinardia,Guinardia flaccida,"Guinardia flaccida 18S rRNA gene, clone p788",127
ASV_82,2,8.33961e-52,237,99.17,Guinardia,Not_Found,"Uncultured Guinardia clone f14 18S ribosomal RNA gene, partial sequence",121
ASV_82,4,2.91081e-51,234,96.85,Not_Found,Not_Found,"Rhizosolenia setigera strain CCMP1820 18S small subunit ribosomal RNA gene, partial sequence",127
ASV_83,1,1.29246e-55,250,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone SGUH968 18S ribosomal RNA gene, partial sequence",125
ASV_83,11,3.46815e-50,230,96.8,Tripos,Tripos tenuis,"Tripos tenuis isolate MUCC248 18S ribosomal RNA gene, complete sequence",125
ASV_83,16,6.27057e-47,219,95.24,Tripos,Not_Found,"Tripos fusus strain CCMP154 18S ribosomal RNA gene, complete sequence",126
ASV_84,1,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYN1077 18S ribosomal RNA gene, partial sequence",126
ASV_85,1,1.83197e-53,242,100.0,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST8900.110 18S ribosomal RNA gene, partial sequence",121
ASV_86,1,3.78618e-56,252,100.0,genus_unassigned,species_unassigned,"Calanus glacialis voucher WS121 small subunit ribosomal RNA gene, partial sequence",126
ASV_87,1,2.27817e-59,265,99.26,genus_unassigned,species_unassigned,"Lissomyema exilii gene for 18S rRNA, partial sequence, specimen_voucher: personal:Goto R.:GOTO_EC_22",135
ASV_88,1,3.14203e-57,256,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone ST8900.080 18S ribosomal RNA gene, partial sequence",128
ASV_88,2,3.14203e-57,256,100.0,Geminigera,Geminigera cryophila,"Geminigera cryophila clone 3921 18S ribosomal RNA gene, partial sequence",128
ASV_88,55,6.48194e-47,218,95.31,Geminigera,Not_Found,"Uncultured Geminigera clone ESS270406.048 18S ribosomal RNA gene, partial sequence",128
ASV_89,1,4.27255e-49,227,96.03,Protoperidinium,Protoperidinium crassipes,Protoperidinium crassipes gene for 18S rRNA,126
ASV_89,2,2.69627e-45,213,93.65,Protoperidinium,Not_Found,"Protoperidinium divergens gene for 18S rRNA, partial sequence, isolate: #5 >gi|61287149|dbj|AB181893.1| Protoperidinium divergens gene for 18S rRNA, partial sequence, isolate: #12",126
ASV_89,7,1.70153e-41,199,92.62,Not_Found,Not_Found,"Uncultured rhizarian clone AA3F14RJ3A08 18S ribosomal RNA gene, partial sequence",122
ASV_90,1,8.94399e-72,310,100.0,Pentacheles,Pentacheles laevis,"Pentacheles laevis voucher KC6318 18S ribosomal RNA gene, partial sequence",155
ASV_90,2,4.6331e-69,300,98.71,Not_Found,Not_Found,"Polycheles enthrix voucher KC6700 18S ribosomal RNA gene, partial sequence",155
ASV_91,1,7.63031e-59,262,100.0,genus_unassigned,species_unassigned,"Emiliania huxleyi strain UNC1419 18S ribosomal RNA gene, partial sequence",131
ASV_92,1,4.46045e-55,248,100.0,Not_Found,Not_Found,"Uncultured eukaryote clone ST8900.104 18S ribosomal RNA gene, partial sequence",124
