ASV,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_86,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Calanidae,unassigned,unassigned
ASV_87,Eukaryota,Annelida,Polychaeta,Echiuroidea,Echiuridae,unassigned,unassigned
ASV_88,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Geminigeraceae,Geminigera,Geminigera cryophila
ASV_89,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_90,Eukaryota,Arthropoda,Malacostraca,Decapoda,Polychelidae,Pentacheles,Pentacheles laevis
ASV_91,Eukaryota,unknown,Haptophyta,Isochrysidales,Noelaerhabdaceae,unassigned,unassigned
ASV_92,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_93,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,unassigned
ASV_94,Eukaryota,Ciliophora,Spirotrichea,unknown,Tontoniidae,Pseudotontonia,Pseudotontonia sp. JG-2011a
ASV_95,Eukaryota,unknown,Raphidophyceae,Chattonellales,Chattonellaceae,Heterosigma,Heterosigma akashiwo
ASV_96,Eukaryota,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa rotundata
ASV_97,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos tenuis
ASV_98,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Parasagitta,Parasagitta megalophthalma
ASV_99,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_100,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_101,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_102,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Scrippsiella,unassigned
ASV_103,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,unassigned
ASV_104,Eukaryota,Ciliophora,unassigned,unassigned,unassigned,g_,s_
ASV_105,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_106,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Strombidium,Strombidium caudispina
ASV_107,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,unassigned
ASV_108,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. UNC1415
ASV_109,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_110,Eukaryota,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,unassigned,unassigned
ASV_111,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium litoralis
ASV_112,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos tenuis
ASV_113,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,unassigned
ASV_114,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_115,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_116,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros cinctus
ASV_117,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_118,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_119,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Pentapharsodinium,unassigned
ASV_120,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_121,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_122,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_123,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,Actinocyclus curvatulus
ASV_124,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,s_
ASV_125,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_126,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium leonis
ASV_127,Eukaryota,Echinodermata,Echinoidea,unassigned,unassigned,unassigned,unassigned
ASV_128,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_129,Eukaryota,Cnidaria,Hydrozoa,Siphonophorae,unassigned,unassigned,unassigned
ASV_130,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_131,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_132,Eukaryota,Cryptophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_133,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,unassigned,unassigned
ASV_134,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,unassigned,unassigned,unassigned
ASV_135,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,unassigned
ASV_136,Eukaryota,Arthropoda,Malacostraca,Decapoda,unassigned,unassigned,unassigned
ASV_137,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia
ASV_138,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Pseudocalanus,s_
ASV_139,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_140,Eukaryota,unknown,unknown,Diplonemea,unknown,unknown,s_
ASV_141,Eukaryota,unknown,Dinophyceae,Pyrocystales,Pyrocystaceae,Dissodinium,Dissodinium pseudolunula
ASV_142,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_143,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,unassigned
ASV_144,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,unassigned
ASV_145,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_146,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,unassigned
ASV_147,Eukaryota,Cercozoa,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_148,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_149,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Tintinnidae,Salpingella,unassigned
ASV_150,Eukaryota,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Sinocalanus,s_
ASV_151,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_152,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,g_,s_
ASV_153,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_154,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_155,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_156,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paragymnodinium,Paragymnodinium shiwhaense
ASV_157,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_158,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Strombidium,s_
ASV_159,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros tenuissimus
ASV_160,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_161,Eukaryota,unknown,Oomycetes,unassigned,unassigned,unassigned,unassigned
ASV_162,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_163,Eukaryota,Arthropoda,Hexanauplia,Calanoida,unassigned,unassigned,unassigned
ASV_164,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_165,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_166,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,g_,s_
ASV_167,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_168,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_169,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_170,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,g_,s_
ASV_171,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,unassigned
ASV_172,Eukaryota,unknown,Oomycetes,unassigned,unassigned,unassigned,unassigned
ASV_173,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_174,Eukaryota,unknown,Dinophyceae,Suessiales,Suessiaceae,Protodinium,Protodinium simplex
ASV_175,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_176,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_177,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_178,Eukaryota,unknown,Dinophyceae,Pyrocystales,Pyrocystaceae,g_,s_
ASV_179,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned
ASV_180,Eukaryota,Arthropoda,Hexanauplia,Sessilia,Balanidae,Balanus,Balanus nubilus
ASV_181,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_182,Eukaryota,Mollusca,Gastropoda,Lepetellida,Lepetodrilidae,unassigned,unassigned
ASV_183,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_184,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_185,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Laboea,s_
ASV_186,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_187,Eukaryota,Arthropoda,Hexanauplia,Calanoida,unassigned,unassigned,s_
ASV_188,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_189,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_190,Eukaryota,Mollusca,Bivalvia,Mytiloida,Mytilidae,Idas,Idas argenteus
ASV_191,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_192,Eukaryota,Bacillariophyta,Mediophyceae,Hemiaulales,Hemiaulaceae,Eucampia,unassigned
ASV_193,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_194,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_195,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_196,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_197,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,unassigned,s_
ASV_198,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_199,Eukaryota,unknown,unknown,unknown,unknown,unknown,Uncultured marine alveolate Group II DH145-EKD20
ASV_200,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_201,Eukaryota,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta sp. DP-2006
ASV_202,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,unassigned,unassigned
ASV_203,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_204,Eukaryota,Ciliophora,Prostomatea,Prorodontida,Colepidae,Tiarina,unassigned
ASV_205,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_206,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_207,Eukaryota,unknown,unknown,unknown,unknown,unknown,eukaryote clone OLI11305
ASV_208,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Proboscia,s_
ASV_209,Eukaryota,Cryptophyta,unknown,Cryptomonadales,Hemiselmidaceae,g_,s_
ASV_210,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira concaviuscula
ASV_211,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp. BSL-2009a
ASV_212,Eukaryota,unknown,Dinophyceae,Suessiales,Suessiaceae,Ansanella,unassigned
ASV_213,Eukaryota,Chlorophyta,Pedinophyceae,Pedinomonadales,Pedinomonadaceae,Pedinomonas,unassigned
ASV_214,Eukaryota,Bacillariophyta,Mediophyceae,Lithodesmiales,Lithodesmiaceae,Ditylum,Ditylum brightwellii
ASV_215,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,unassigned
ASV_216,Eukaryota,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Nephtys,unassigned
ASV_217,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_218,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_219,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_220,Eukaryota,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura,unassigned
ASV_221,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_222,Eukaryota,unknown,unknown,unknown,unknown,Solenicola,s_
ASV_223,Eukaryota,Mollusca,Bivalvia,Veneroida,Vesicomyidae,Calyptogena,Calyptogena magnifica
ASV_224,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_225,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia fraudulenta
ASV_226,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_227,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_228,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Spirostrombidium,s_
ASV_229,Eukaryota,Cryptophyta,unknown,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia
ASV_230,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_231,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_232,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_233,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_234,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_235,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_236,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_237,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_238,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_239,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_240,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_241,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,Cymbomonas,Cymbomonas tetramitiformis
ASV_242,Eukaryota,Rotifera,Monogononta,Ploima,Synchaetidae,Synchaeta,unassigned
ASV_243,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned
ASV_244,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,Pyramimonas,Pyramimonas australis
ASV_245,Eukaryota,unknown,Dinophyceae,Peridiniales,Heterocapsaceae,unassigned,unassigned
ASV_246,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_247,Eukaryota,Arthropoda,Hexanauplia,Calanoida,unassigned,unassigned,unassigned
ASV_248,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionellopsis,Asterionellopsis glacialis
ASV_249,Eukaryota,Ctenophora,Nuda,Beroida,Beroidae,Beroe,unassigned
ASV_250,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros sp. UNC1414
ASV_251,Eukaryota,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona sp. Roadstead of Brest
ASV_252,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_253,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_254,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_255,Eukaryota,unknown,Dinophyceae,Peridiniales,Amphidiniopsidaceae,Herdmania <dinoflagellates>,Herdmania litoralis
ASV_256,Eukaryota,unknown,unknown,unknown,unknown,Incisomonas,s_
ASV_257,Eukaryota,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,unassigned,unassigned
ASV_258,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paulsenella,Paulsenella vonstoschii
ASV_259,Eukaryota,Bacillariophyta,Mediophyceae,Cymatosirales,Cymatosiraceae,Brockmanniella,Brockmanniella brockmannii
ASV_260,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_261,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_262,Eukaryota,unknown,unknown,Choanoflagellata,Salpingoecidae,Bicosta,Bicosta minor
ASV_263,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_264,Eukaryota,unknown,Dinophyceae,Gymnodiniales,unassigned,unassigned,unassigned
ASV_265,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_266,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_267,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Strombidium,Strombidium caudispina
ASV_268,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_269,Eukaryota,unknown,unknown,Choanoflagellata,Stephanoecidae,Calliacantha,Calliacantha natans
ASV_270,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
